baseline,arm,variable,level,lead,spread,spread_rms,crps,n_inits
aurora,ic,specific_humidity,850,120,0.00081032293,0.0010655384,0.00079890499,112
aurora,weight+ic,specific_humidity,850,120,0.0011650815,0.0013951401,0.00071581907,112
aurora,weight,specific_humidity,850,240,0.0015764005,0.0017906057,0.00092552532,112
aurora,ic,specific_humidity,850,240,0.0012856473,0.0015286805,0.00099280475,112
aurora,weight+ic,specific_humidity,850,240,0.0016041701,0.0018151718,0.00092364872,112
graphcast,weight,2m_temperature,,6,0.088906601,0.098889276,0.409045,112
graphcast,ic,2m_temperature,,6,0.31643784,0.36684037,0.55873082,112
graphcast,weight+ic,2m_temperature,,6,0.3306714,0.37947244,0.55342581,112
graphcast,weight,2m_temperature,,24,0.2401379,0.25886861,0.48969563,112
graphcast,ic,2m_temperature,,24,0.25963975,0.30670623,0.55208801,112
graphcast,weight+ic,2m_temperature,,24,0.35795317,0.39882524,0.5362026,112
graphcast,weight,2m_temperature,,72,0.68559312,0.74762258,0.58626531,112
graphcast,ic,2m_temperature,,72,0.35101965,0.50265852,0.63423712,112
graphcast,weight+ic,2m_temperature,,72,0.77801092,0.87903616,0.61559724,112
graphcast,weight,2m_temperature,,120,1.1613665,1.2943896,0.71952546,112
graphcast,ic,2m_temperature,,120,0.54538391,0.85677935,0.7619913,112
graphcast,weight+ic,2m_temperature,,120,1.2746297,1.4606267,0.76366685,112
graphcast,weight,2m_temperature,,240,2.2631214,2.560284,1.1003271,112
graphcast,ic,2m_temperature,,240,1.1838208,1.8011499,1.0826244,112
graphcast,weight+ic,2m_temperature,,240,2.3522894,2.6769182,1.1601078,112
graphcast,weight,mean_sea_level_pressure,,6,11.531502,12.761631,19.185736,112
graphcast,ic,mean_sea_level_pressure,,6,26.736433,30.63095,28.226469,112
graphcast,weight+ic,mean_sea_level_pressure,,6,29.372951,33.182161,27.549962,112
graphcast,weight,mean_sea_level_pressure,,24,32.679102,37.147203,35.564238,112
graphcast,ic,mean_sea_level_pressure,,24,32.759032,41.234787,40.804131,112
graphcast,weight+ic,mean_sea_level_pressure,,24,47.194973,55.556688,37.819054,112
graphcast,weight,mean_sea_level_pressure,,72,101.76282,122.66872,71.314191,112
graphcast,ic,mean_sea_level_pressure,,72,80.726366,119.13619,72.30965,112
graphcast,weight+ic,mean_sea_level_pressure,,72,133.29556,170.23828,69.241375,112
graphcast,weight,mean_sea_level_pressure,,120,195.34789,244.38296,126.82314,112
graphcast,ic,mean_sea_level_pressure,,120,149.6374,225.23465,128.75285,112
graphcast,weight+ic,mean_sea_level_pressure,,120,245.51251,317.62241,127.28164,112
graphcast,weight,mean_sea_level_pressure,,240,472.21837,593.75846,257.81123,112
graphcast,ic,mean_sea_level_pressure,,240,363.25542,507.72564,260.91347,112
graphcast,weight+ic,mean_sea_level_pressure,,240,512.97776,646.8742,258.42258,112
graphcast,weight,geopotential,500,6,10.998662,11.77071,13.307776,112
graphcast,ic,geopotential,500,6,18.643306,21.333995,18.980623,112
graphcast,weight+ic,geopotential,500,6,21.896086,24.415702,18.514451,112
graphcast,weight,geopotential,500,24,31.918571,35.286017,23.398859,112
graphcast,ic,geopotential,500,24,29.437208,38.404824,29.859517,112
graphcast,weight+ic,geopotential,500,24,44.730102,52.254884,28.026507,112
graphcast,weight,geopotential,500,72,97.635251,119.40715,57.76791,112
graphcast,ic,geopotential,500,72,79.281773,118.76865,64.123223,112
graphcast,weight+ic,geopotential,500,72,130.18123,168.02297,66.858619,112
graphcast,weight,geopotential,500,120,191.61175,245.28558,119.27622,112
graphcast,ic,geopotential,500,120,149.49875,228.08874,122.07563,112
graphcast,weight+ic,geopotential,500,120,243.63696,322.45069,131.68523,112
graphcast,weight,geopotential,500,240,514.61997,651.1382,277.51822,112
graphcast,ic,geopotential,500,240,388.63009,553.76776,273.49696,112
graphcast,weight+ic,geopotential,500,240,563.83022,715.78199,297.37669,112
graphcast,weight,geopotential,850,6,9.1186565,9.7641889,13.279123,112
graphcast,ic,geopotential,850,6,17.89373,20.256116,18.927298,112
graphcast,weight+ic,geopotential,850,6,20.231467,22.487739,18.42082,112
graphcast,weight,geopotential,850,24,24.780245,27.388221,23.590618,112
graphcast,ic,geopotential,850,24,23.728962,29.873089,29.047792,112
graphcast,weight+ic,geopotential,850,24,34.906637,40.491022,27.305251,112
graphcast,weight,geopotential,850,72,72.918182,88.997686,53.271827,112
graphcast,ic,geopotential,850,72,60.026767,88.178443,52.919916,112
graphcast,weight+ic,geopotential,850,72,96.730439,124.78865,51.75618,112
graphcast,weight,geopotential,850,120,138.91549,178.15524,97.539123,112
graphcast,ic,geopotential,850,120,112.04298,167.89287,95.435118,112
graphcast,weight+ic,geopotential,850,120,177.75924,234.94198,95.583498,112
graphcast,weight,geopotential,850,240,350.58392,449.54379,198.03557,112
graphcast,ic,geopotential,850,240,276.43444,387.32688,197.54914,112
graphcast,weight+ic,geopotential,850,240,384.83455,493.24466,197.28904,112
graphcast,weight,temperature,500,6,0.10473913,0.1185734,0.14249322,112
graphcast,ic,temperature,500,6,0.22360294,0.2457245,0.30505434,112
graphcast,weight+ic,temperature,500,6,0.24832338,0.26969535,0.30082392,112
graphcast,weight,temperature,500,24,0.21623734,0.23935356,0.28278478,112
graphcast,ic,temperature,500,24,0.23784705,0.29039247,0.36628714,112
graphcast,weight+ic,temperature,500,24,0.32349768,0.371844,0.34923152,112
graphcast,weight,temperature,500,72,0.55439793,0.65901812,0.48808277,112
graphcast,ic,temperature,500,72,0.44900512,0.64146964,0.49837606,112
graphcast,weight+ic,temperature,500,72,0.71671978,0.89181086,0.47598703,112
graphcast,weight,temperature,500,120,1.0134217,1.225605,0.71843045,112
graphcast,ic,temperature,500,120,0.74675328,1.0837212,0.72299393,112
graphcast,weight+ic,temperature,500,120,1.2274448,1.5194581,0.70770618,112
graphcast,weight,temperature,500,240,2.3357423,2.7450975,1.2331903,112
graphcast,ic,temperature,500,240,1.7083842,2.2819411,1.2627439,112
graphcast,weight+ic,temperature,500,240,2.5127716,2.9599727,1.3035225,112
graphcast,weight,temperature,850,6,0.10313074,0.12001405,0.2382842,112
graphcast,ic,temperature,850,6,0.3563425,0.44185837,0.39618561,112
graphcast,weight+ic,temperature,850,6,0.3734623,0.45596095,0.39184085,112
graphcast,weight,temperature,850,24,0.22947375,0.2617185,0.41954249,112
graphcast,ic,temperature,850,24,0.29273214,0.360452,0.46898709,112
graphcast,weight+ic,temperature,850,24,0.37161538,0.43678852,0.45164521,112
graphcast,weight,temperature,850,72,0.6317604,0.73925995,0.58093619,112
graphcast,ic,temperature,850,72,0.47392093,0.66432347,0.63363735,112
graphcast,weight+ic,temperature,850,72,0.79035818,0.96121564,0.61826028,112
graphcast,weight,temperature,850,120,1.1692838,1.3696286,0.81326594,112
graphcast,ic,temperature,850,120,0.80468293,1.152912,0.86126742,112
graphcast,weight+ic,temperature,850,120,1.3855625,1.663414,0.86739434,112
graphcast,weight,temperature,850,240,2.6329247,3.0307428,1.4481558,112
graphcast,ic,temperature,850,240,1.8745483,2.483311,1.4510833,112
graphcast,weight+ic,temperature,850,240,2.8069987,3.2402302,1.536111,112
graphcast,weight,u_component_of_wind,500,6,0.22501773,0.24340752,0.46096736,112
graphcast,ic,u_component_of_wind,500,6,0.76436621,0.85705989,0.75047575,112
graphcast,weight+ic,u_component_of_wind,500,6,0.79782016,0.88737609,0.74411814,112
graphcast,weight,u_component_of_wind,500,24,0.54433599,0.60697126,0.9766209,112
graphcast,ic,u_component_of_wind,500,24,0.81674237,0.9559018,1.0146087,112
graphcast,weight+ic,u_component_of_wind,500,24,0.98288832,1.1193748,0.98694381,112
graphcast,weight,u_component_of_wind,500,72,1.565936,1.8440794,1.5824944,112
graphcast,ic,u_component_of_wind,500,72,1.495069,1.9558794,1.6261524,112
graphcast,weight+ic,u_component_of_wind,500,72,2.1438756,2.562118,1.5526944,112
graphcast,weight,u_component_of_wind,500,120,2.8170587,3.2989333,2.2559536,112
graphcast,ic,u_component_of_wind,500,120,2.3646868,3.0895913,2.301478,112
graphcast,weight+ic,u_component_of_wind,500,120,3.4885331,4.098798,2.2043736,112
graphcast,weight,u_component_of_wind,500,240,6.0311887,6.8206943,3.751192,112
graphcast,ic,u_component_of_wind,500,240,4.9896906,5.9983162,3.7742657,112
graphcast,weight+ic,u_component_of_wind,500,240,6.5404525,7.3599669,3.6858596,112
graphcast,weight,u_component_of_wind,850,6,0.1594024,0.17446395,0.42602889,112
graphcast,ic,u_component_of_wind,850,6,0.69355441,0.78864261,0.64489379,112
graphcast,weight+ic,u_component_of_wind,850,6,0.71228534,0.80502754,0.64086998,112
graphcast,weight,u_component_of_wind,850,24,0.34953766,0.3995439,0.8152405,112
graphcast,ic,u_component_of_wind,850,24,0.62863499,0.7510348,0.8227855,112
graphcast,weight+ic,u_component_of_wind,850,24,0.71727956,0.83975282,0.80383457,112
graphcast,weight,u_component_of_wind,850,72,1.0177016,1.2668161,1.2462651,112
graphcast,ic,u_component_of_wind,850,72,1.08853,1.4711683,1.2271255,112
graphcast,weight+ic,u_component_of_wind,850,72,1.4645756,1.8483672,1.1853391,112
graphcast,weight,u_component_of_wind,850,120,1.9001685,2.3390817,1.7207007,112
graphcast,ic,u_component_of_wind,850,120,1.7184479,2.3071364,1.7068646,112
graphcast,weight+ic,u_component_of_wind,850,120,2.4198443,2.9708752,1.6543973,112
graphcast,weight,u_component_of_wind,850,240,4.1237375,4.7617523,2.6237158,112
graphcast,ic,u_component_of_wind,850,240,3.435127,4.2181851,2.6408221,112
graphcast,weight+ic,u_component_of_wind,850,240,4.4404826,5.0947283,2.5859545,112
graphcast,weight,v_component_of_wind,500,6,0.24750187,0.26606617,0.46325173,112
graphcast,ic,v_component_of_wind,500,6,0.77698932,0.86701836,0.74814518,112
graphcast,weight+ic,v_component_of_wind,500,6,0.81634075,0.9031636,0.74030381,112
graphcast,weight,v_component_of_wind,500,24,0.54100554,0.62282556,0.99850569,112
graphcast,ic,v_component_of_wind,500,24,0.83808536,0.99325297,1.0200952,112
graphcast,weight+ic,v_component_of_wind,500,24,1.0002965,1.1597048,0.99215851,112
graphcast,weight,v_component_of_wind,500,72,1.5156344,1.9228544,1.5999757,112
graphcast,ic,v_component_of_wind,500,72,1.5078548,2.0491134,1.6419815,112
graphcast,weight+ic,v_component_of_wind,500,72,2.1028304,2.6693743,1.5771813,112
graphcast,weight,v_component_of_wind,500,120,2.7561574,3.4953603,2.2855704,112
graphcast,ic,v_component_of_wind,500,120,2.3929816,3.2785352,2.3455231,112
graphcast,weight+ic,v_component_of_wind,500,120,3.4284254,4.3224395,2.2618729,112
graphcast,weight,v_component_of_wind,500,240,5.8347952,7.0968139,3.6577516,112
graphcast,ic,v_component_of_wind,500,240,5.0114409,6.3535512,3.7502078,112
graphcast,weight+ic,v_component_of_wind,500,240,6.2548058,7.5528231,3.6391322,112
graphcast,weight,v_component_of_wind,850,6,0.15841641,0.17286282,0.4248278,112
graphcast,ic,v_component_of_wind,850,6,0.68660304,0.78173072,0.64040047,112
graphcast,weight+ic,v_component_of_wind,850,6,0.7043103,0.79765065,0.63696604,112
graphcast,weight,v_component_of_wind,850,24,0.33449143,0.39209354,0.81565881,112
graphcast,ic,v_component_of_wind,850,24,0.62047407,0.74811034,0.80672951,112
graphcast,weight+ic,v_component_of_wind,850,24,0.70129255,0.83263608,0.79088735,112
graphcast,weight,v_component_of_wind,850,72,0.98489172,1.2926638,1.2081959,112
graphcast,ic,v_component_of_wind,850,72,1.0624678,1.4745893,1.2043021,112
graphcast,weight+ic,v_component_of_wind,850,72,1.4193583,1.8627431,1.1666555,112
graphcast,weight,v_component_of_wind,850,120,1.8420165,2.3988001,1.6651265,112
graphcast,ic,v_component_of_wind,850,120,1.6813081,2.32745,1.6833658,112
graphcast,weight+ic,v_component_of_wind,850,120,2.3341225,3.0051328,1.6328947,112
graphcast,weight,v_component_of_wind,850,240,3.8672598,4.7176411,2.4925205,112
graphcast,ic,v_component_of_wind,850,240,3.3369085,4.2644108,2.552812,112
graphcast,weight+ic,v_component_of_wind,850,240,4.1317352,5.0028921,2.4883636,112
graphcast,weight,specific_humidity,500,6,3.2368724e-05,4.1918283e-05,7.8294733e-05,112
graphcast,ic,specific_humidity,500,6,0.00012770646,0.00019749191,0.00011571716,112
graphcast,weight+ic,specific_humidity,500,6,0.00013271893,0.00020097211,0.00011454007,112
graphcast,weight,specific_humidity,500,24,8.3787834e-05,0.00010519254,0.00017140985,112
graphcast,ic,specific_humidity,500,24,0.00011549735,0.0001726123,0.00017089982,112
graphcast,weight+ic,specific_humidity,500,24,0.00014394213,0.00019749591,0.00016466667,112
graphcast,weight,specific_humidity,500,72,0.0002039147,0.0002554269,0.00025054379,112
graphcast,ic,specific_humidity,500,72,0.00016267904,0.00023152336,0.00024376561,112
graphcast,weight+ic,specific_humidity,500,72,0.00026061891,0.00032994378,0.00022918264,112
graphcast,weight,specific_humidity,500,120,0.00032917628,0.0004067047,0.00030535431,112
graphcast,ic,specific_humidity,500,120,0.00022307282,0.00030541775,0.0003036962,112
graphcast,weight+ic,specific_humidity,500,120,0.0003863798,0.00047650477,0.00028630154,112
graphcast,weight,specific_humidity,500,240,0.00061091954,0.00072095323,0.00039858417,112
graphcast,ic,specific_humidity,500,240,0.0004224832,0.00053013234,0.00040268485,112
graphcast,weight+ic,specific_humidity,500,240,0.00066751269,0.00078751767,0.00039382124,112
graphcast,weight,specific_humidity,850,6,7.4867431e-05,9.1912841e-05,0.00024506102,112
graphcast,ic,specific_humidity,850,6,0.00039103871,0.00053012689,0.00039867355,112
graphcast,weight+ic,specific_humidity,850,6,0.00039760573,0.00053306494,0.00039417955,112
graphcast,weight,specific_humidity,850,24,0.00016995581,0.00020544045,0.00047127073,112
graphcast,ic,specific_humidity,850,24,0.00030605082,0.00041185133,0.00048421933,112
graphcast,weight+ic,specific_humidity,850,24,0.0003482201,0.00044655895,0.00046832146,112
graphcast,weight,specific_humidity,850,72,0.00043541888,0.00053759076,0.00062851605,112
graphcast,ic,specific_humidity,850,72,0.00037362265,0.00050538458,0.00063761743,112
graphcast,weight+ic,specific_humidity,850,72,0.0005655379,0.00070147028,0.00059670501,112
graphcast,weight,specific_humidity,850,120,0.00073258153,0.00088635598,0.00073035385,112
graphcast,ic,specific_humidity,850,120,0.00051627492,0.0006855983,0.00075838519,112
graphcast,weight+ic,specific_humidity,850,120,0.00085908813,0.0010306065,0.00070534866,112
graphcast,weight,specific_humidity,850,240,0.0013864275,0.0015879273,0.00091744979,112
graphcast,ic,specific_humidity,850,240,0.00094837546,0.001161048,0.00095830995,112
graphcast,weight+ic,specific_humidity,850,240,0.0014824974,0.0016944049,0.00092724893,112
sfno,weight,2m_temperature,,6,0.12098404,0.15438285,0.34568689,112
sfno,ic,2m_temperature,,6,0.31599626,0.36924083,0.47630149,112
sfno,weight+ic,2m_temperature,,6,0.34432495,0.3989924,0.46782266,112
sfno,weight,2m_temperature,,24,0.29088568,0.34381211,0.46391684,112
sfno,ic,2m_temperature,,24,0.25393447,0.3047286,0.52961144,112
sfno,weight+ic,2m_temperature,,24,0.38779827,0.45001323,0.4876423,112
sfno,weight,2m_temperature,,72,0.68564659,0.84832486,0.66092105,112
sfno,ic,2m_temperature,,72,0.37358252,0.54071133,0.76447542,112
sfno,weight+ic,2m_temperature,,72,0.75444297,0.94642533,0.65206162,112
sfno,weight,2m_temperature,,120,1.0802204,1.3974879,0.83458192,112
sfno,ic,2m_temperature,,120,0.61142539,0.94145582,0.97690717,112
sfno,weight+ic,2m_temperature,,120,1.1486198,1.4983442,0.82137175,112
sfno,weight,2m_temperature,,240,1.8694512,2.4432122,1.1107735,112
sfno,ic,2m_temperature,,240,1.3625443,2.0045291,1.2465478,112
sfno,weight+ic,2m_temperature,,240,1.9065482,2.4923706,1.1039339,112
sfno,weight,mean_sea_level_pressure,,6,16.55738,17.566183,17.557094,112
sfno,ic,mean_sea_level_pressure,,6,26.693343,30.799869,27.872842,112
sfno,weight+ic,mean_sea_level_pressure,,6,31.715687,35.383363,27.266021,112
sfno,weight,mean_sea_level_pressure,,24,44.02574,49.478223,39.173146,112
sfno,ic,mean_sea_level_pressure,,24,31.767774,40.547011,46.55559,112
sfno,weight+ic,mean_sea_level_pressure,,24,54.636354,63.311598,42.721972,112
sfno,weight,mean_sea_level_pressure,,72,122.64219,153.09894,93.932239,112
sfno,ic,mean_sea_level_pressure,,72,77.316532,116.07864,105.33092,112
sfno,weight+ic,mean_sea_level_pressure,,72,142.83138,183.97944,95.469731,112
sfno,weight,mean_sea_level_pressure,,120,227.53337,298.90307,165.87453,112
sfno,ic,mean_sea_level_pressure,,120,145.21464,219.99957,185.88556,112
sfno,weight+ic,mean_sea_level_pressure,,120,252.08553,334.59707,166.29628,112
sfno,weight,mean_sea_level_pressure,,240,473.41362,615.74455,274.64989,112
sfno,ic,mean_sea_level_pressure,,240,366.17062,513.33002,302.62534,112
sfno,weight+ic,mean_sea_level_pressure,,240,483.58012,627.99421,275.09987,112
sfno,weight,geopotential,500,6,14.111569,14.715045,13.777497,112
sfno,ic,geopotential,500,6,17.431524,20.358746,24.303722,112
sfno,weight+ic,geopotential,500,6,22.773467,25.080762,23.169742,112
sfno,weight,geopotential,500,24,38.932404,43.664382,33.15078,112
sfno,ic,geopotential,500,24,27.451184,36.704532,38.991476,112
sfno,weight+ic,geopotential,500,24,48.130411,56.470828,35.71105,112
sfno,weight,geopotential,500,72,118.50583,151.31418,90.751183,112
sfno,ic,geopotential,500,72,74.680137,113.66312,99.481272,112
sfno,weight+ic,geopotential,500,72,138.14565,181.88126,91.477332,112
sfno,weight,geopotential,500,120,225.74011,303.56774,165.90617,112
sfno,ic,geopotential,500,120,143.08253,219.9286,182.73034,112
sfno,weight+ic,geopotential,500,120,250.35126,340.90011,166.63997,112
sfno,weight,geopotential,500,240,494.76398,665.88359,303.77559,112
sfno,ic,geopotential,500,240,385.48516,550.71339,330.94487,112
sfno,weight+ic,geopotential,500,240,508.05588,682.09318,305.81778,112
sfno,weight,geopotential,850,6,12.955672,13.521306,13.099258,112
sfno,ic,geopotential,850,6,17.586551,19.991065,19.30622,112
sfno,weight+ic,geopotential,850,6,22.062124,24.092736,18.741182,112
sfno,weight,geopotential,850,24,33.458044,36.962739,28.265423,112
sfno,ic,geopotential,850,24,22.541317,28.838869,33.254814,112
sfno,weight+ic,geopotential,850,24,40.570738,46.403582,30.609079,112
sfno,weight,geopotential,850,72,91.797121,113.71366,68.547061,112
sfno,ic,geopotential,850,72,56.593738,84.332096,75.587798,112
sfno,weight+ic,geopotential,850,72,106.36848,135.92884,69.752996,112
sfno,weight,geopotential,850,120,169.36957,221.86542,122.93443,112
sfno,ic,geopotential,850,120,107.03074,161.17079,136.02897,112
sfno,weight+ic,geopotential,850,120,187.52094,248.41554,123.32065,112
sfno,weight,geopotential,850,240,356.49725,466.46566,209.54916,112
sfno,ic,geopotential,850,240,274.65301,385.27974,229.5764,112
sfno,weight+ic,geopotential,850,240,364.87208,476.71022,210.01529,112
sfno,weight,temperature,500,6,0.10153568,0.10884061,0.21018517,112
sfno,ic,temperature,500,6,0.20499546,0.22537764,0.27004298,112
sfno,weight+ic,temperature,500,6,0.23007244,0.24961308,0.2645741,112
sfno,weight,temperature,500,24,0.29852496,0.32678489,0.36751705,112
sfno,ic,temperature,500,24,0.21740925,0.26752353,0.42185686,112
sfno,weight+ic,temperature,500,24,0.37032452,0.41548503,0.3844663,112
sfno,weight,temperature,500,72,0.77551083,0.89851707,0.62782539,112
sfno,ic,temperature,500,72,0.43928306,0.63470873,0.71776282,112
sfno,weight+ic,temperature,500,72,0.87355724,1.0390487,0.63048441,112
sfno,weight,temperature,500,120,1.2809858,1.5319304,0.91563383,112
sfno,ic,temperature,500,120,0.75273384,1.0856571,1.0386495,112
sfno,weight+ic,temperature,500,120,1.3823389,1.6725388,0.91369388,112
sfno,weight,temperature,500,240,2.3102168,2.7719512,1.4028208,112
sfno,ic,temperature,500,240,1.7544923,2.3178514,1.5277048,112
sfno,weight+ic,temperature,500,240,2.358144,2.8295985,1.4097685,112
sfno,weight,temperature,850,6,0.11059948,0.1291628,0.24903696,112
sfno,ic,temperature,850,6,0.36913288,0.46453101,0.38667437,112
sfno,weight+ic,temperature,850,6,0.38633544,0.47893385,0.38320901,112
sfno,weight,temperature,850,24,0.30958053,0.36960574,0.46070791,112
sfno,ic,temperature,850,24,0.31624349,0.39747114,0.51240426,112
sfno,weight+ic,temperature,850,24,0.44060071,0.52695751,0.48194193,112
sfno,weight,temperature,850,72,0.82062686,1.0013912,0.74083517,112
sfno,ic,temperature,850,72,0.52297948,0.71860195,0.82959909,112
sfno,weight+ic,temperature,850,72,0.93105302,1.1440871,0.7304515,112
sfno,weight,temperature,850,120,1.3731248,1.6912786,1.0364847,112
sfno,ic,temperature,850,120,0.87808487,1.2222164,1.1707355,112
sfno,weight+ic,temperature,850,120,1.4871232,1.8365528,1.0222767,112
sfno,weight,temperature,850,240,2.5498376,3.0840575,1.5509503,112
sfno,ic,temperature,850,240,2.0003673,2.5963506,1.7037242,112
sfno,weight+ic,temperature,850,240,2.6058596,3.1458651,1.5496065,112
sfno,weight,u_component_of_wind,500,6,0.34553339,0.36284372,0.63198364,112
sfno,ic,u_component_of_wind,500,6,0.71138463,0.79902607,0.81991955,112
sfno,weight+ic,u_component_of_wind,500,6,0.79728044,0.87505671,0.80302874,112
sfno,weight,u_component_of_wind,500,24,0.85910557,0.92930497,1.198318,112
sfno,ic,u_component_of_wind,500,24,0.75745607,0.89315368,1.2722362,112
sfno,weight+ic,u_component_of_wind,500,24,1.147423,1.2632973,1.1805684,112
sfno,weight,u_component_of_wind,500,72,2.3492711,2.6492173,1.9872292,112
sfno,ic,u_component_of_wind,500,72,1.4776314,1.9553976,2.2012643,112
sfno,weight+ic,u_component_of_wind,500,72,2.6683237,3.0385823,1.951641,112
sfno,weight,u_component_of_wind,500,120,3.9065193,4.3873828,2.7385782,112
sfno,ic,u_component_of_wind,500,120,2.4236072,3.1600678,3.1034368,112
sfno,weight+ic,u_component_of_wind,500,120,4.1931934,4.7259482,2.7211257,112
sfno,weight,u_component_of_wind,500,240,6.7780226,7.4804706,3.9757937,112
sfno,ic,u_component_of_wind,500,240,5.1937344,6.2033009,4.3731155,112
sfno,weight+ic,u_component_of_wind,500,240,6.8749537,7.5766566,3.9857331,112
sfno,weight,u_component_of_wind,850,6,0.2573018,0.27427078,0.46604856,112
sfno,ic,u_component_of_wind,850,6,0.69097005,0.78664916,0.66957079,112
sfno,weight+ic,u_component_of_wind,850,6,0.74061384,0.82972952,0.65992069,112
sfno,weight,u_component_of_wind,850,24,0.58053092,0.64884096,0.8906418,112
sfno,ic,u_component_of_wind,850,24,0.64638906,0.77972489,0.94421387,112
sfno,weight+ic,u_component_of_wind,850,24,0.86188941,0.98676503,0.8942562,112
sfno,weight,u_component_of_wind,850,72,1.6090687,1.9002386,1.4344119,112
sfno,ic,u_component_of_wind,850,72,1.1474347,1.5393664,1.5719306,112
sfno,weight+ic,u_component_of_wind,850,72,1.8663259,2.2228904,1.4146887,112
sfno,weight,u_component_of_wind,850,120,2.6908448,3.1559144,1.9783727,112
sfno,ic,u_component_of_wind,850,120,1.8203854,2.4074418,2.216906,112
sfno,weight+ic,u_component_of_wind,850,120,2.9115339,3.4179307,1.9636124,112
sfno,weight,u_component_of_wind,850,240,4.5836753,5.1999991,2.7111323,112
sfno,ic,u_component_of_wind,850,240,3.6284246,4.4066931,2.973967,112
sfno,weight+ic,u_component_of_wind,850,240,4.647666,5.2605749,2.7141708,112
sfno,weight,v_component_of_wind,500,6,0.36519285,0.38242977,0.65223837,112
sfno,ic,v_component_of_wind,500,6,0.70519533,0.78615498,0.82468234,112
sfno,weight+ic,v_component_of_wind,500,6,0.79909257,0.87100329,0.80540526,112
sfno,weight,v_component_of_wind,500,24,0.83284931,0.91085105,1.2158374,112
sfno,ic,v_component_of_wind,500,24,0.76187789,0.91418626,1.2759658,112
sfno,weight+ic,v_component_of_wind,500,24,1.1348624,1.2642924,1.1866002,112
sfno,weight,v_component_of_wind,500,72,2.1591149,2.5541529,2.0009238,112
sfno,ic,v_component_of_wind,500,72,1.4701061,2.0353401,2.1909096,112
sfno,weight+ic,v_component_of_wind,500,72,2.4983883,2.9872607,1.965046,112
sfno,weight,v_component_of_wind,500,120,3.6353545,4.3272069,2.7582862,112
sfno,ic,v_component_of_wind,500,120,2.4267556,3.3182038,3.0781801,112
sfno,weight+ic,v_component_of_wind,500,120,3.937426,4.7055162,2.7304629,112
sfno,weight,v_component_of_wind,500,240,6.3033427,7.4003155,3.8274263,112
sfno,ic,v_component_of_wind,500,240,5.157563,6.4567187,4.1895651,112
sfno,weight+ic,v_component_of_wind,500,240,6.3981909,7.5028233,3.8338559,112
sfno,weight,v_component_of_wind,850,6,0.26297997,0.27946061,0.47388882,112
sfno,ic,v_component_of_wind,850,6,0.66908024,0.76203061,0.66468331,112
sfno,weight+ic,v_component_of_wind,850,6,0.72007827,0.80643682,0.65594788,112
sfno,weight,v_component_of_wind,850,24,0.5527179,0.62235942,0.89143529,112
sfno,ic,v_component_of_wind,850,24,0.6247478,0.76378972,0.93337023,112
sfno,weight+ic,v_component_of_wind,850,24,0.82730026,0.95727486,0.88712203,112
sfno,weight,v_component_of_wind,850,72,1.4705662,1.8058806,1.4130306,112
sfno,ic,v_component_of_wind,850,72,1.1028613,1.5249943,1.5278044,112
sfno,weight+ic,v_component_of_wind,850,72,1.7241052,2.1321828,1.3865944,112
sfno,weight,v_component_of_wind,850,120,2.4783357,3.0403623,1.9391642,112
sfno,ic,v_component_of_wind,850,120,1.7634415,2.4095611,2.146184,112
sfno,weight+ic,v_component_of_wind,850,120,2.6922379,3.3015601,1.9195887,112
sfno,weight,v_component_of_wind,850,240,4.1672284,4.9551598,2.5718254,112
sfno,ic,v_component_of_wind,850,240,3.4847839,4.3859195,2.8018126,112
sfno,weight+ic,v_component_of_wind,850,240,4.2272618,5.0163468,2.5786677,112
sfno,weight,specific_humidity,500,6,4.610551e-05,5.6409522e-05,9.769927e-05,112
sfno,ic,specific_humidity,500,6,0.00012508792,0.00019368623,0.00012803724,112
sfno,weight+ic,specific_humidity,500,6,0.00013572871,0.00020076662,0.00012578125,112
sfno,weight,specific_humidity,500,24,0.00014124466,0.0001830059,0.00019148276,112
sfno,ic,specific_humidity,500,24,0.00012388967,0.00018961009,0.00020229536,112
sfno,weight+ic,specific_humidity,500,24,0.00018857149,0.00025395301,0.00018749177,112
sfno,weight,specific_humidity,500,72,0.00032808162,0.00042418248,0.00027082511,112
sfno,ic,specific_humidity,500,72,0.0001797639,0.00026184535,0.00031015404,112
sfno,weight+ic,specific_humidity,500,72,0.00035762461,0.00045788155,0.00026852964,112
sfno,weight,specific_humidity,500,120,0.00047213416,0.00058902361,0.00032767573,112
sfno,ic,specific_humidity,500,120,0.00025354299,0.00035313455,0.00038692245,112
sfno,weight+ic,specific_humidity,500,120,0.00049095009,0.00060777252,0.00032678707,112
sfno,weight,specific_humidity,500,240,0.00067387564,0.00079502011,0.00040663195,112
sfno,ic,specific_humidity,500,240,0.00047529715,0.00059475322,0.00045839173,112
sfno,weight+ic,specific_humidity,500,240,0.00067415538,0.00079372469,0.00040749368,112
sfno,weight,specific_humidity,850,6,9.9486438e-05,0.00012031045,0.00024610235,112
sfno,ic,specific_humidity,850,6,0.00040307253,0.00055339239,0.00039079581,112
sfno,weight+ic,specific_humidity,850,6,0.00041564906,0.0005621017,0.00038747356,112
sfno,weight,specific_humidity,850,24,0.00029610503,0.00038039042,0.00049261033,112
sfno,ic,specific_humidity,850,24,0.00037708127,0.00053082145,0.00051252356,112
